cpg	gene	intersection_area	slope_male	slope_female
cg23876355	SPOP	0.6848070982273816	0.0009957317188492613	0.001657697325290636
cg14371731	ZMIZ1	0.6854588963444627	0.001400287957067798	0.0010307731203893992
cg12943155	PODXL2	0.6855820789372908	0.0010331817739848569	0.000809208054922614
cg00741624	KIAA1409	0.6860860449208324	0.001336177000022977	0.0011776617674678913
cg25377206	TBX20	0.6867159248796668	0.001037427654909929	0.0006565533449902623
cg11911679	CERKL	0.6869141748975544	-0.0012470992204498556	-0.0005909047404199606
cg23626733	PEX10	0.6870671797136888	-0.001228351243558034	-0.0016811609956200557
cg13916516	EXD3	0.6876504690039149	0.0017479717370814476	0.001275162371757811
cg08732950	CBFA2T3	0.6876972341054226	-0.0005014051437616553	-0.0012927247617780663
cg10640845	ONECUT3	0.6877457030710322	0.0010876873057039543	0.0010194521174568714
cg17489451	CCDC91	0.6879341746565627	0.0010523421779451408	0.0009542110689169095
cg22131234	VSTM2A	0.688280531735741	0.0010086359377820449	0.0007468992606369327
cg12133423	na	0.6891706338860201	0.0002262943558480544	0.0010827158279251717
cg03981793	C15orf33	0.6899557689485669	-0.0011327644681896178	-0.0013074334703583534
cg12598235	LOC254559	0.690321639797085	0.0015930684954683456	0.0009037592352163279
cg21849844	na	0.6903839984177377	0.001295219414087345	0.0010555480602922021
cg17493885	NSD1	0.6906991602961232	-0.00042382535559282896	-0.001256239452203694
cg03989260	TBX15	0.6908556189080329	0.0010019181139995991	0.000886037370079278
cg26371554	na	0.6913326555481385	-0.0005948083649964387	-0.001239765928932597
cg18322569	BARHL2	0.691783323345714	0.0017362764319661895	0.0015515826322590291
cg06146331	ZNF423	0.6924694100578895	0.0014384355917182656	0.0007221312852212252
cg22344611	MYOD1	0.6930614648249893	0.0010215851131469835	0.0005798505634393403
cg18121224	NSD1	0.6934564523944893	-0.0005917369894537736	-0.0011149794345106095
cg19712189	TDRD12	0.6937816166651051	0.0009677284569149728	0.0010323145171472696
cg06119452	THBS2	0.694576949844194	-0.0022947919523268086	-0.0021535002144816495
cg25887789	PDZRN4	0.69469052335988	-0.0012250182116436358	-0.0011385983381624356
cg14627089	na	0.6946971602665818	0.0013405231839507088	0.0006973111600894712
cg02696685	HCN2	0.6948106188230799	0.0009026014901210242	0.0012302753067329505
cg26130488	na	0.6949032877180932	0.0013053048975650468	0.0009460356498976848
cg21180703	DAPK1	0.6949827128733803	0.0008705477923965082	0.001367957556770684
cg06636541	BAHCC1	0.6950478411502886	-0.0011646895488117723	-0.0005379563764304902
cg14781189	KCNH7	0.695678953034683	0.0017494771604587608	0.0015731334196770297
cg11220950	SYNGR3	0.6957201057769998	0.0014663081965598551	0.0013263918786378286
cg04225775	HMHB1	0.6957845856213581	0.0010502308013778468	0.0009447632862854598
cg16856049	na	0.6961401194209225	0.001340885939730703	0.0008227481652332134
cg23189410	ZIC4	0.6961577161681191	0.0014901500609250603	0.0011280123914266416
cg02650401	SOX2OT	0.696438721008937	0.0010468852784600016	0.0005541708424608242
cg10617909	na	0.6965998026459127	0.0011031645871533886	0.000326098474757454
cg16804284	FOXG1	0.6967269234161747	0.0010116062092764319	0.0006800169296321204
cg22396555	na	0.6970557472031147	0.0011431062427228061	0.0010996775893682496
cg09166973	PRDM9	0.6971668630054629	-0.0012231215179909335	-0.001137302900299772
cg11395414	FBXO17	0.6973765746890251	-0.002314999855471427	-0.0017582433890403486
cg13942826	PRR4	0.6979976530794971	-0.0012325367289359574	-0.0008087474853063422
cg01025774	na	0.6984222187924639	-0.0008577190689910634	-0.0012284454489186033
cg09926783	FGF7	0.6984729846353365	-0.000826951077754436	-0.0010227895676080112
cg18468917	na	0.6985154936702075	-0.00025050625692043746	-0.0011855803140227085
cg06212876	NCRNA00161	0.6990186530897685	-0.0002657166535120866	-0.0010286335875137162
cg24199834	POU4F2	0.6991717596445081	0.0010160030711756965	0.0007210196353715229
cg07003407	LOC284837	0.6993480460440888	-0.001316275015459478	-0.001342433144311078
cg00149061	UGT2A3	0.7000617128551859	-0.0013762836227552088	-0.0012743173295867865
cg15123692	KLHL29	0.7000829746586703	0.001353863819125042	0.0013740791180672312
cg11014960	na	0.7003231292182154	-0.0010614400411700757	-0.00019361274759710097
cg20661138	na	0.7005292212111116	0.0011329190157476163	0.0010771994415094226
cg02519751	ZIC1	0.7007289136682232	0.00224541982905587	0.002043276505429584
cg14266237	KLF1	0.70077050099844	0.00152519289833383	0.0009834788803797434
cg25232888	OSBPL5	0.7010109349730868	-0.0012182831129594457	-0.0006290560420881276
cg17838165	na	0.7010691486308575	0.0005549618439844035	0.0025386713607886175
cg27260772	TFAP2B	0.7012101571904267	0.001064184452676859	0.0010256359429436507
cg09149974	EXOC6	0.7015984632685537	0.0010486400538978302	0.001056634553043713
cg05079448	PIWIL2	0.7016626567821208	-0.001175636952852785	-0.0008482537153687227
cg02003183	CDC42BPB	0.702206181032862	0.002041010655848241	0.001051262114971747
cg20276743	ACACA	0.7025489070124042	0.00227515229770626	0.0018780423152847867
cg13749124	na	0.7025977400761315	0.0010858877748970873	0.00019240460193871922
cg21002223	MFHAS1	0.7027760940331332	0.00021202139900977377	0.0010013500849114071
cg05024939	na	0.7028811958539324	0.0010204251173200178	0.0006907486865991083
cg04665423	VENTX	0.7028953457870847	0.0011401878443607217	0.0008849920187483668
cg01652244	DPPA5	0.7029663535968879	0.0010410031642281532	0.000856290762622615
cg13959344	na	0.7032313902108358	-0.0013100101443857474	-0.0009905019870075243
cg20809378	na	0.7034711303097481	0.0016013373443976707	0.0009446617226407558
cg14382976	ASZ1	0.7037171058488498	0.001110394794984162	0.0004911205461616372
cg07441518	na	0.7038692770440704	0.0011363469336257773	0.0006504545961099558
cg21760990	C6orf170	0.7039937536336988	-0.0012975307219163172	-0.0010459176878207222
cg02613418	ITGA11	0.7042104125627207	0.0010189878288451068	0.0005110306280574146
cg05476956	PCDHB13	0.7044087150238804	0.0010234865313080044	0.0009064001998484211
cg04573078	INF2	0.705015088184422	-0.0010562477659797102	-0.0009628567283316553
cg18898125	NEFM	0.7050327518417004	0.0013309638434068852	0.0011431525399772928
cg14065115	na	0.705046763089091	0.0009182295422280653	0.0010244805727818332
cg10841253	CLNK	0.7050896200907918	-0.001148980532595932	-0.0009845567546331545
cg24439334	PEX10	0.7055156080853788	-0.0010932779073971383	-0.00132351686049624
cg04386642	na	0.705680375493432	-0.001362454937537997	-0.0009361612176967365
cg20073313	PXDNL	0.70568148733149	0.0015810797397144338	0.00040501180514402837
cg02931604	DPPA5	0.7057162610157398	0.0011958662313463191	0.00083552215709264
cg23302649	C14orf23	0.7057428458828215	0.001165597636800699	0.0009650211043872289
cg12392473	KCNB1	0.7057935868336119	0.0010517007850199247	0.0005373941521243155
cg17774559	IRX4	0.706168495097884	0.001547568206571412	0.0011980753190028051
cg05168491	na	0.7062208393146766	0.0012369314834578314	0.0010700387878357078
cg04987734	CDC42BPB	0.7062269122984901	0.0014771292819586437	0.0008135375471802159
cg07011961	PRDM9	0.7062952957732294	-0.0010987649410043477	-0.0010397141022612658
cg27315191	SYT10	0.7063250948618259	0.0010143511656539406	0.0009659762032898173
cg07435445	AMN	0.7063439407350983	0.0011652430111461006	0.0007376507898264938
cg14605874	na	0.706501329845686	0.001049098857934882	0.0009520763523562932
cg19656425	na	0.7065159586828256	0.0018922974450919967	0.0014689001585251671
cg18392482	AMDHD1	0.7065199941328592	-0.0011511818596581219	-0.0011936636969129123
cg23086427	KLHL30	0.7066684393367806	0.0010162040873878113	0.0010970041985267213
cg09677976	TUBB8	0.7067305399202324	-0.00021335170270607602	-0.0010008210546623563
cg18472410	CCDC152	0.7067857156024525	-0.0011509856771648702	-0.0003125455878116452
cg26469613	na	0.7068790634344871	0.0009801321160078718	0.001360919909634924
cg08541518	BAI3	0.7071529330122654	0.0012436291869898205	0.0009281042151634491
cg00745855	na	0.7073268620976252	0.0006555015265319917	0.0013638242048666538
cg13539545	na	0.7076895165566687	0.0011502075515118246	0.0007990442081700079
cg11291305	ATXN1	0.708000917769939	0.0008198468358487503	0.001069034301022893
cg24892966	na	0.7081489869450105	0.0013143117457951408	0.0007570490326186925
cg18414021	CCDC85C	0.7082040295920071	0.0014021317651873309	0.0007929830458908335
cg27164797	BAG2	0.708367663502464	0.00014098204867447163	-0.0010175276763279163
cg04330176	na	0.7084047175890544	-0.0010087074045527062	-0.0008598336850190487
cg02258201	HRCT1	0.7089315786121165	-0.0018894983883890285	-0.0017970914798182973
cg25300694	na	0.7091395678382433	8.141007007841254e-05	0.001114263657990633
cg20110742	na	0.7094577396599454	-0.0015193552122503404	-0.0011664344838612816
cg00631759	ADAMTS2	0.7095159494137467	0.001953665727406466	0.0001069532843961031
cg25362652	na	0.7096174088530627	0.0011435118620489227	0.0008279016423710517
cg14515364	na	0.7096520927070185	0.0010431452796349095	-0.00013042798459974713
cg24163575	na	0.7099220616214671	0.0007037799493311657	0.0013588063194713623
cg03499943	LHPP	0.7102138094094104	-0.0010467991593981147	-0.0011529804176925115
cg17030628	IL20	0.710360571279398	-0.0007042777971420929	-0.001121042111609309
cg14604522	ADAMTS2	0.7106093384837723	0.0026341887500495246	-8.720553114973004e-05
cg00384539	PRDM14	0.7107184803818418	0.0011319268095711526	0.0009932476694168347
cg06911020	MYRIP	0.7107877344715625	0.001155970178778506	0.0007666551658113451
cg13839439	na	0.711399866633029	-0.0008459322136705377	-0.001235525268909998
cg24411961	C1orf94	0.7121640526768604	0.0017335465611029732	0.0013161193972659683
cg21381065	DCC	0.712166638139891	0.0010043261951179227	0.0008601632092698722
cg18804615	DIO3	0.7126784450408855	0.0012102026504586926	0.000997257159444377
cg16288089	TAC1	0.7131982331574955	0.001274936815323979	0.0013734385623705397
cg07169660	LOC100130581	0.7133213354518053	-0.002308902018357626	-0.0013782706648334984
cg03400421	na	0.7133421519882117	0.0013502544791997224	0.0008719803259237344
cg19529621	na	0.7136310072030916	-0.00133711961157247	-0.001225140546609245
cg09354553	na	0.714370413884786	9.620160783536935e-05	-0.0031426473854000337
cg25794823	HMSD	0.7144242661821946	0.0009226708795936758	0.0010944447753224432
cg07484567	na	0.7144970317861771	0.0012302310597582253	0.001962194927692362
cg18633600	LRTM2	0.714689767732342	0.0010556932799367094	0.0007250644062118801
cg26436136	MCF2L2	0.7150799165555592	-0.000841563519054063	-0.001197823959636061
cg23431550	na	0.7154423649719974	-0.0010910990509327542	-0.0005928124843045939
cg20209805	na	0.7159378762129254	0.0012041395497320753	0.0007746371051780645
cg03043157	FHL5	0.7163477453805832	-0.001886452219988463	-0.0024513802631385283
cg01256260	na	0.7164706612804203	-0.001281660521592038	-0.0014133401456429828
cg22108374	CCDC33	0.7165910685691464	0.0014154316827326423	0.0009274355436917306
cg23200020	LOC643719	0.7166685363259945	0.0013443132922993234	0.0010410909083488542
cg24401199	GNA15	0.7167121567546648	-0.0005754392989488552	-0.0015321281807920987
cg16440561	SPEG	0.7167879037256283	0.0012677856480256646	0.0018062745968950608
cg21572722	ELOVL2	0.7170913890529856	0.0021537939486778877	0.0017470018293507168
cg19671120	CNGA3	0.7171173431403114	0.0011221804875122569	0.0008631571966782759
cg25756406	na	0.7174702500454604	0.0010819011641772325	0.0009528560283429532
cg17295225	OLIG3	0.7174744915693418	0.0010408766651779536	0.0012947488466049663
cg06594404	na	0.7177664624139276	0.0015640415318016892	0.0011567016133060153
cg09650880	na	0.7178223415891999	0.0004252682969486551	0.0014807998031586141
cg12394289	EHMT2	0.7181735879570262	-0.0010351623742826822	-0.0006311002077531944
cg05609159	na	0.7182048789457379	-0.0011979435978759756	-0.0013622439313051029
cg06329574	FGF3	0.7183489813196818	0.0011588845205761028	0.0007544733599654656
cg24619378	PCDHGA4	0.7184952644314221	0.0010564221188991885	0.0010363376290326643
cg10002440	na	0.7186549295057634	0.0013068999830222086	-0.0006475137398833665
cg15624813	na	0.7187899951093204	0.0010994550485332595	-5.0864467272896144e-05
cg15880245	na	0.7188657824726322	-0.00013865771598650973	0.0013294657915909696
cg08227260	LMF1	0.7188863693934638	-0.00040644934269119755	-0.0011286900135240544
cg20271692	TRPM2	0.7190046221399724	-0.0011539294398188486	-0.0002929173319042079
cg09187505	na	0.7190393014413985	0.0011348462246023978	0.0011918318834057585
cg26115216	PRR23B	0.7190678860086225	0.0010266378998980959	0.0003192305682054803
cg02189888	na	0.7190838577543811	0.0010860985846582614	0.0008601636625186446
cg24172416	FGF14	0.7191220039275892	0.0011981280758896111	0.0008008115500911057
cg26099045	na	0.7192691733898567	-0.0014343687447922462	-0.0013208244338955948
cg12757011	TBR1	0.7192894671543838	0.0016378491031143138	0.0013266844345616367
cg24629545	MAD1L1	0.7193160886326271	2.9789180067055066e-05	0.0014784586552074005
cg11174855	NKX6-2	0.7193549324149986	0.0015685221411677918	0.0011533004619887828
cg25273233	PRDM13	0.719452238738703	0.0011373595322227185	0.000278055697534015
cg21044572	na	0.7195208310689188	-0.0010711516891660706	-0.0005258609168498425
cg04049530	TACC1	0.7195313320668103	-0.0010972725810304543	-0.0008704284252510142
cg05991454	na	0.7195878077237485	0.0023021857982226104	0.0018979422607955643
cg27076669	CPM	0.7200281955256853	0.0011473667358984664	0.000965643941443445
cg00777560	TAS2R7	0.7201116245552138	0.0003042631402083659	0.0013265531386694152
cg05021075	na	0.7201574614407242	-0.0013349541427177757	-0.0009378604033350079
cg16193245	MIR595	0.7202618040501623	0.00036773268224889313	0.0013559141881699468
cg02607810	SEMA3D	0.7203851265218539	-0.0014049319488753616	-0.001124664540564377
cg09614300	HMX3	0.7205601666775001	0.0010827625365466527	0.0009030576311597022
cg09556700	SKI	0.7207645059514652	-0.0006811376766134339	-0.0010885784936725104
cg23359665	PPT2	0.7208431744664696	-0.0010035258223330618	-0.0008511491025477356
cg17714861	PRKAG2	0.7211228900665763	0.0017806657596009293	0.0018335035799697157
cg26985681	NTAN1	0.7211238485904712	-0.0010263855752236021	-0.0010023340194312389
cg01360605	na	0.7211728348639059	-0.0011188272040359207	-0.0010793328981261831
cg05056638	na	0.7212899698953751	0.0011709613251383718	0.0005518489748413357
cg05153380	ARHGAP26	0.7215336124686649	0.0012139518740227992	0.0007689895856269553
cg07471203	TM7SF2	0.721548576706491	-0.001040494621616939	-0.0008534351601177599
cg00919013	LONRF1	0.7215898283417811	-0.0009923598093668476	-0.0012818436043312777
cg09559189	EBF2	0.7216433381625973	0.0010034820183750133	0.0008171159605516899
cg20665157	CADPS2	0.7217154297223436	0.0014499380767155241	0.0005505690270217908
cg21829038	LRRK1	0.7218581657786507	-0.0003410323658280095	-0.0011418805032511604
cg03044249	WBSCR17	0.7218926917565419	0.0010739714253217496	0.0008684792139638574
cg20785796	SATB2	0.7219789267419706	0.0007754606510306218	0.0011248837880621983
cg01771019	PDX1	0.721995424245965	0.0010134889941832126	0.0006314861751336064
cg03618211	NHEDC1	0.7221112077531909	-0.0011240076546615346	-0.0015136304956480768
cg22708233	ARFGAP2	0.7222941974040855	0.000705252175014081	0.0010318604686232423
cg21035374	NWD1	0.7223344643919503	-0.0011246269283796773	-0.0006481577894691231
cg09553242	na	0.7227567818757635	0.0011011482489798733	0.0005299717672297644
cg14667235	ZP3	0.722776707620733	-0.001598203182758413	-0.0013571173926629375
cg07152216	na	0.7227957105753379	0.0011222205549452637	0.0007839301391025221
cg15341124	DIO3	0.7230454988894649	0.0014218275319879852	0.0014577580012507974
cg02920216	CHODL	0.7231693535943062	-0.0011892826691522725	-0.0010333557344877104
cg25825506	DLX6AS	0.7232431944376451	0.0010467913389292567	0.0005477994211342658
cg02451670	INTS7	0.723359234211702	-0.0007871149755672563	-0.0010162455106886314
cg09959150	na	0.7235195711615814	-0.002236600817357091	-0.0018167959366296792
cg23950233	B3GALT4	0.7237288272569412	-0.001251599618177291	-0.0016579563422815114
